Page ID,Page name,Disclaimer,Amount spent (CLP)
1366892303449939,Partido Republicano,Partido Republicano,1224486
103463095024719,Curiocity,Curiocíty,169576
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,131505
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,101745
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,101299
266641474102059,Mis Beneficios AFP,Mis Beneficios AFP,90972
100606052976302,Gloria Hutt,Gloria Hutt,70312
102660885525434,Con mi plata NO,Con mi plata No,59558
105560941738247,Movilizando Chilenos,Movilizando Chilenos,52941
104189318481439,Minería y Futuro,Mineria y Futuro,50459
580663538777736,Consejo Minero,Feedback Comunicaciones,45870
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,40898
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,40447
583194288451920,Compañía Minera del Pacífico,Martin Rodríguez Jickart,39176
418281855197789,Democracia Cristiana,Democracia Cristiana,37891
110951722267366,World Vision Chile,World Vision Chile,34011
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,29242
930597163645465,Muni Colina,Muni Colina,25305
378598039556864,María José Puigrredón,María José Puigrredón,24825
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,21972
112303492123355,Rodrigo Delgado,Rodrigo Delgado,20863
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,16218
104820842536215,Ignacio Dülger,Ignacio Dulger,15340
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,14909
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,14680
10152723078,Alejandro Navarro,Alejandro Navarro,13884
137870152908799,Fundación Para La Confianza,Fundación para la confianza,13726
112089607203762,Consejo del Salmón,Consejo del Salmón,12664
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,12408
130550720303550,DuocUC,Duoc UC,11581
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,11581
104224427947088,Circula el Plástico,Metrix,9926
103030962615298,Chile YAAC,Chile YAAC,9822
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,9742
105798328215264,Asistencia Familia,Asistencia Familia,9243
100537472438913,Futuro Madera,Futuro Madera,7740
114628888236450,Andrés Palma Irarrázaval,Andres Palma Irarrazaval,7738
242604915860706,Caja Los Andes,Caja Los Andes,7536
386423238164424,Enel Chile,Enel Chile,7456
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,7238
116719478002146,Andrés Zaldívar L,Andrés Zaldívar L,7209
114040660504777,Eleonora Espinoza Consejera Constitucional,Eleonora Esther Espinoza Hernández,7000
105216102185508,Cvr_abogados,Cvr_abogados,5348
115447711895370,Good Neighbors Chile,ONG Good Neighbors Chile,4721
1548643738480723,Asistencia Deudores,Asistencia Deudores,4703
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4440
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,4136
78239901502,Diario Financiero,Grupo DF,4136
2535216276502759,Beeok,Beeok,4136
101610334569396,Ciencia Del Florecer,These ads ran without a disclaimer,3798
105167202072,Mario Desbordes,Mario Desbordes,3596
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,3370
