Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,295
152804904889,Samfylkingin,Samfylkingin,176
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
88342113892,Landvernd umhverfisverndarsamtök,Landvernd,≤100
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,≤100
