Page ID,Page name,Disclaimer,Amount spent (INR)
424429107582290,BJP Gujarat,BJP Gujarat,2639726
117309357625116,એક મોકો આપને - Ek Moko AAP Ne,KRU TECH PVT LTD,1020120
110116401723193,Narendra Bhupendra - નરેન્દ્ર ભૂપેન્દ્ર,gujarat2022.com,316120
103432662353884,Chuntli Express - ચૂંટલી એક્સપ્રેસ,ChuntliExpress.com,271317
101423475985650,A Babuchak - એ બબુચક,A Babuchak,227841
108859771892572,Ek dhoko Kejriwalne - એક ધોકો કેજરીવાલને,Paltu Express,124369
602711956462500,Praful Pansheriya Gujarat,Krunal Pramod Jungade,58377
1665565746821406,Pravinbhai Ghoghari,Krunal Pramod Jungade,46997
263042377039487,Indian National Congress -  Gujarat,Indian National Congress -  Gujarat,45425
686500098048133,Kanubhai Baraiya,Nagle Sagar Ramesh Rao,33922
108896145203983,AAP na Paap,AAP NA PAAP,26134
100900109027623,જય સરદાર - Jay Sardar,Jay Sardar,24898
290496821061953,Aam Aadmi Party Gujarat,Aam Aadmi Party,20781
630638177079499,Alpesh Kathiriya,Dhaval Damjibhai Ajudiya,17693
105196549064177,Porbandar News,Shivam Thanki,16580
110401617341907,Balvant Gadhavi,Digital branding Agency,14948
274625585889937,Shailesh Sotta,Pathway Production,14778
252974014781218,Porbandar BJP,Ishita Patel,14207
106239365651585,અલ્પેશ સૌના છે,Nikhil Aggarwal,13993
54779960819,United Nations,United Nations with Facebook Ad Credits,13794
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,13276
1501213060094137,Arjan Bhudia,Bharat Kunvarji Halai,12152
1384169104959232,Sardarbhai Chaudhari - BJP,Sardarbhai S Chaudhary,9902
637253276424588,Chimanbhai Sapariya,Parthiv Solanki,9820
599440336916536,Lalit Kagathara,Md Masud Sk,9498
107395897271506,Kutumb,Swatantra Verma,9159
103835082559601,Dr. Mahendra Padalia,Agrawal Bhavesh,9062
1680555098937949,Hemant Khava,Jasvantiben Bhogayata,8705
1757441471197224,Hardik Patel,Chauhan Singh Jaideep,7841
720442908158091,Kamlesh Patel,Kamleshkumar Patel,7483
295489180930333,Naushad Solanki,Digitix Media,7124
117309357625116,એક મોકો આપને - Ek Moko AAP Ne,Rupali,6650
1385169951561354,Arjunbhai for Porbandar,Kishan Hardasbhai Rathod,6610
109589677986436,ArjunModhwadia For Gujarat,Kishan Hardasbhai Rathod,6201
109312671989668,KishorSinh K Gohil,Kuldeepsinh P Jadeja,6117
105358418230271,Indian National Congress- Porbandar,Karan P Modhwadiya,6084
240782166394470,Ami Ravat- Indian National Congress,Dushyant Rajpurohit,5845
1604639199781117,Ranjitsinh Barad,Krunal Dilipbhai Sohagiya,5062
107063362232533,I Support Rita Patel,Nikhil Aggarwal,5021
1746216528991339,Kasam N Khafi,Digitix Media,4546
311434032669676,Bhikhabhai Joshi,Bhikhabhai Joshi,4467
130257431040130,Harshad Ribadiya,Parthiv Solanki,4432
103804128644433,Adv. Prakash Dhirubhai Donga.,Prakash Dhirubhai Donga,4402
575443373138056,Jayantilal J Patel,Jenish Keshavjibhai Gamdha,4271
700079793418618,J S Patel Fan Club,Ankitkumar Dineshbhai Patel,4195
1655622058029790,Dharmik Malaviya - Social Activist,Bhalala Jenish Chandubhai,4105
451479608538937,Harpalsinh Chudasama,Dhyan Sunilbhai Raval,4105
730549017154063,Mahesh Patel-Congress,Maheshkumar Amrutlal Patel,4007
100809341881822,Manish Brahmbhatt,Janmat trust,3954
542831982724844,Hitesh Vora,Tusharbhai Sunilbhai Joshi,3880
108614302069472,Krunal Borad,Krunal Borad,3733
104077558071957,Manoj Sorathiya,Manoj Sorathiya,3582
258667957630791,Pratap Dudhat,Digitix Media,3570
1548923041893741,Virender Singh Rathore,INC,3195
536663223104939,Office Of Arjun Modhwadia,Karan P Modhwadiya,3170
753616211443025,Ramanbhai Patel - Starline,Ankit Sharma,3162
265372700616346,Ram Dhaduk,Rambhai Dhaduk,3125
927591964025320,Lakhabhai Bharwad MLA,Lakhabhai Bhikhabhai Bharwad,3105
1432888686952599,Manibhai Vaghela,Jayeshkumar Manibhai Vaghela,3089
104638524883328,Ashwin Patel BJP,Right Business Avenues LLP,3078
158714780827513,UNFPA,UNFPA,3024
104424191656766,Dinesh Singh Kushwah,Vishal Hasmukh Raval,2966
1691244377838256,Nathabhai Patel,Mukeshbhai Sujabhai Chaudhary,2823
102149129383142,Arvind Solanki  - AAP,Jaya  Purohit,2666
571043282981349,Babubhai B. Bokhiria,Achal Anandbhai Parekh,2601
109539031974653,Swarupji Thakor,Savaroopji Sardarji Thakor,2595
108382784812825,Voice Of Porbandar,Thanki Paresh Mansukh,2537
109606281981065,અર્જુનસિંહ ચૌહાણ નો ચાહક,Dhruv Panchal,2365
285151131694378,Chaitanyasinh Zala,Dhruvin Dharmaraj Joshi,2359
109643395181626,Vashrambhai Sagthiya,Sagathiya Vashrambhai Alabhai,2331
108449002020997,Porbandar Lovers,Samir Odedara,2269
441249902634004,Baba Siddique,Baba Siddique,2217
104652772469449,Parmar Bhikhiben,Bhikhiben Parmar,2204
110102178309092,Pankaj tayade,Pankaj A Tayde,2055
103361142488384,Babasaheb Bhimrao Ambedkar - બાબાસાહેબ ભીમરાવ આંબેડકર,Gujju Buzz,2044
238190696338655,Himmatsingh Patel MLA,Dhyan Sunilbhai Raval,2030
110245961899703,Dr.Tashveen Singh,Atliq Technologies Pvt Ltd,2021
308228153335785,Chandanji Thakor,Thakor Sanjaykumar Chandanji,1955
108609091609138,Praveg TV,Naresh Umashankar Koshti,1925
1499077620181013,BJP ITSM Junagadh,Axit Maheta,1891
109919907502492,Patan District - પાટણ,Bhavikkumar Chandrakantbhai Thakkar,1844
1817837041608648,Rutvij Joshi INC,Atliq Technologies Pvt Ltd,1831
102375669367135,MANU PATEL - BJP,Raj Tulsirambhai Pakhale,1797
105671775473178,Jan Suraaj,Jan Suraaj,1701
369780283211302,Dr. Sudhakar K,Dr. K Sudhakar,1663
21169267101,Give,Give,1527
138636842959151,Gyasuddin Shaikh,Navnit,1512
1886300898068641,Our Junagadh,Axit Maheta,1501
110176845242022,Divyesh Akbari,Yash Sharma,1443
