Page ID,Page name,Disclaimer,Amount spent (USD)
1510566305893572,Rómulo Roux,Rómulo Roux,1169
106139135819036,Yanibel Abrego,Yanibel Abrego,219
114166553658738,Olmedo E Guillén,Olmedo Enrique Guillen Anguizola,≤100
104414439116926,panama.libertario,These ads ran without a disclaimer,≤100
106775568769729,Goberna Panamá,Goberna Panamá,≤100
348141796374674,Apprendo Academy,Apprendo Academy,≤100
327804570952589,Partido Alianza,Partido Alianza,≤100
498255650224457,Anita Tello,Anita Tello,≤100
166925827229499,Adelina Miranda,Adelina Miranda,≤100
110038771931545,Int de Seguros,Internacional de Seguros,≤100
103848039309631,chepeelcaballito,These ads ran without a disclaimer,≤100
