Page ID,Page name,Disclaimer,Amount spent (BRL)
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,2346
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",1431
382381445421,Natura,These ads ran without a disclaimer,515
141627992572943,Budweiser,Ambev,360
250960541687036,Antônio Gomide,Antônio Gomide,253
171195123041624,Federação Goiana de Municípios - FGM,Federação Goiana de Municípios - FGM,247
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,218
465235726843103,Ambev,Ambev,212
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,177
112830251033781,Tiger,GRUPO HEINEKEN,162
281680372209686,Sabrina Garcêz,Sabrina Garcêz,151
425215080864180,Pfizer Brasil,Pfizer,147
541089776080092,Sanofi Brasil,Thaina Souza De Campos,136
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,128
159103797542,Greenpeace Brasil,Greenpeace Brasil,114
100147332985481,laracostaroriz,These ads ran without a disclaimer,107
171169022896525,Guaraná Antarctica,Ambev,104
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
935263586487050,Corona,Ambev,≤100
106869981440689,Brasil Certo,BRASIL CERTO,≤100
239977579362882,Blue3 Investimentos,Blue3 Investimentos,≤100
194918207213417,IMP Concursos,IMP Concursos,≤100
100925309437670,Ronilson Reis,Vereador Ronilson Reis,≤100
100616882690814,Evandro Pereira Advogados e Associados,Jose Evandro Pereira Da Silva,≤100
116881770160597,Willian Veloso,Willian Veloso,≤100
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,≤100
197698930267127,Alana,Instituto Alana,≤100
211334236088748,Welton Lemos,Welton De Oliveira Lemos,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
563856437346678,Luana Génot,These ads ran without a disclaimer,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
772622239529407,AngloGold Ashanti,These ads ran without a disclaimer,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
105903775544880,Alexandre Braga,Alexandre Braga,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
110285893709805,Sifaeg,Sifaeg,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
