Page ID,Page name,Disclaimer,Amount spent (ARS)
525334380868858,Martín Lousteau,Martín Lousteau,137574
103594282676235,Piensa Distinto,Piensa Distinto,72186
1383234345334458,Ramiro Marra,Ramiro Marra,12882
108335134881351,Política Hoy,Política Hoy,11992
104135655737522,El Mate Amargo,El Mate Amargo,9249
363825283650115,Vicente López,Vicente López,7420
104455719146837,El Meridiano,El Meridiano Noticias,5978
107796462136638,La República Noticias,La República Noticias,5554
154643514568743,Sergio Abrevaya,Sergio Abrevaya,4950
60189524894,Defensoría del Pueblo de la Ciudad de Buenos Aires,Defensoría del Pueblo de la Ciudad de Buenos Aires,4743
57718951374,Jorge Macri,Jorge Macri,4733
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,4189
1662250880709156,Lanús Municipio,Lanús Municipio,3456
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,3445
103846469204203,La Ola Noticias,La Ola Noticias,3404
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,3183
335926266503071,7D,7D,2851
110806461830762,El Sol Web,El Sol Web,2324
110079031997390,Con Larreta,Con Larreta,2167
103119501253023,Silke Arndt,Silke Arndt,2036
141472172555994,Sole Martinez,Vicente López,1950
625328660976925,Laura Velasco,Laura Gonzalez Velasco,1847
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1792
155326881225340,Cristian Ritondo,Hablen de a uno,1714
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,1663
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,1592
105455288953338,Esto es Boca,Esto es Boca,1532
289594974509402,Senado BA,Senado BA,1386
105735495551632,Nico Marchiolo,Nicolas Ariel Marchiolo,1264
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,1251
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,1217
185922194792026,Myriam Bregman,Frente de Izquierda,1206
101996084777901,Mariela Belski,Mariela Belski,1140
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,1124
498227194249602,Es la Politica,EslaPolitica!,1041
110336638100765,El Archivo - Periodismo de investigación,El Archivo - Periodismo de investigación,974
110746414660916,Lomas Noticias,Lomas Noticias,945
183940131655054,María Eugenia Vidal,María Eugenia Vidal,837
818037774927568,Noticias de Aca,NDA!,821
