Page ID,Page name,Disclaimer,Amount spent (CAD)
230448456985193,Elections Ontario,Elections Ontario,2493
104386908631938,Pathways Alliance,Pathways Alliance,1587
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1513
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,1240
180862678644381,Ontario NDP,Ontario NDP,1201
154462904588700,Enbridge Gas,Enbridge Gas,1022
261752512263,Canadian Red Cross,Canadian Red Cross,769
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,548
113297740077607,Canadian Energy Centre,Canadian Energy Centre,490
303473312998028,FedEx,FedEx,429
186266941387011,BMO Financial Group,BMO Financial Group,362
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,313
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,290
281999881613,World Vision Canada,World Vision Canada,284
107385241806,Plan International Canada,Plan International Canada,245
367773226675582,The Home Depot,The Home Depot,236
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,234
1522162571382952,Oceana Canada,Oceana Canada,228
115835521825983,UNHCR Canada,UNHCR Canada,199
160136850711053,CUPE Ontario,CUPE Ontario,188
114943114838621,Fuel Forward,Canadian Fuels Association,186
114104888684854,Élections Ontario,Elections Ontario,174
19750184960,Greenpeace Canada,Greenpeace Canada,173
168106993245736,Canada Post,Canada Post,171
7522587804,Green Party of Ontario,Green Party of Ontario,158
107756318982458,Sean Webster,Kanata-Carleton PC Riding Association,157
633812813408377,Elections Canada,Elections Canada,157
107151709065261,Gary Crawford,Gary Crawford Scarborough—Guildwood PC Campaign,156
121127820923190,The Canada Africa Growth Coalition,The Canada Africa Growth Coalition,156
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,150
