Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,2067
643513979193133,Unidos por Beatriz,Neuma,1650
102084562479533,Digital506,Digital506,753
856012741442139,Ipas LAC,Neuma,578
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,560
102643532445938,Ada Acuña - Diputada,Jacqui Solano,416
265843867173714,La Revista,La Revista,133
2006883116083469,Cristopher Montero Jiménez,Cristopher Montero Jimenez,114
357764431229,Center for Justice and International Law-CEJIL,These ads ran without a disclaimer,≤100
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,≤100
100891269592544,globaltrading_pro,These ads ran without a disclaimer,≤100
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,≤100
