Page ID,Page name,Disclaimer,Amount spent (HNL)
643513979193133,Unidos por Beatriz,Neuma,197
491553204198958,Revistazo.com,Revistazo.com,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
703368406666619,Vox Populi HN,Vox Populi HN,≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,≤100
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,≤100
