Page ID,Page name,Disclaimer,Amount spent (CZK)
118719801252410,Národní plán obnovy,Národní plán obnovy,1519
278117815576023,EU Justice and Consumers,EU Justice and Consumers,1026
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",938
470593056405865,Kde fondy EU pomáhají,"IMAGE CZ, a.s.",451
120343698070515,Liberální institut,Liberální institut,444
122074554119,EU Social,EU Social,366
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,313
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,249
178362315106,European Parliament,European Parliament,227
169946526003,Nadace Partnerství,Nadace Partnerství,216
111041662264882,Sociální demokracie,ČSSD,159
120461304659141,O2 CZ,O2 Czech republic,141
206791046438534,Plant for the Planet - Česká republika,Plant-for-the-Planet Czech Republic Nadace,129
251656685576,KDU-ČSL,KDU-ČSL,128
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,126
197010357446014,Ondřej Prokop,Ondrej Prokop,125
308878909205138,Toyota Česká republika,Toyota Česká republika,122
662196877287140,Tomáš Třetina,PRodukujeme,121
257529307701966,Jiří Pospíšil,TOP 09,120
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,116
1956144064659620,BlueTV,Aliance pro budoucnost,108
90002267161,TOP 09,TOP 09,104
110945610569821,Odchod.eu,Hnutí Odchod,≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
214827221987263,Andrej Babiš,Andrej Babiš,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
1469427909957890,Reportér magazín,Reportér magazín,≤100
319958294730813,Jihomoravský kraj,Krajský úřad Jihomoravského kraje,≤100
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
268008099997372,Anthony Pag,These ads ran without a disclaimer,≤100
532219183564760,Stanislav Polčák,Stanislav Polčák,≤100
122414944594991,"Chrenek, Toman, Kotrba advokátní kancelář","Chrenek, Toman, Kotrba advokátní kancelář",≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
111152388465014,Ivana Solařová - starostka města Znojma,Ivana Solařová - starostka města Znojma,≤100
