Page ID,Page name,Disclaimer,Amount spent (BRL)
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,7348
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,857
104073419103062,Confia no Brasil,ASSOCIAÇÃO COMUNICAÇÃO EM REDE,621
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,592
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,479
301774903545521,Brasil Paralelo,Brasil Paralelo,449
109770755848061,Suzano,Suzano SA,377
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,362
373178502706775,Colégio Marista Rosário,Colégio Marista Rosário,300
54779960819,United Nations,United Nations with Facebook Ad Credits,298
101189854802059,Revista Oeste,Revista Oeste,252
159103797542,Greenpeace Brasil,Greenpeace Brasil,232
935263586487050,Corona,Ambev,227
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,186
124632230915020,Luciana Genro,Luciana Krebs Genro,167
128802790469337,Todos Pela Educação,Todos Pela Educação,146
275181425967272,Olavo de Carvalho,CAMARGO & CARVALHO TECNOLOGIA DA INFORMACAO LTDA,142
614016465286603,CPERS/Sindicato,CPERS/Sindicato,134
104738421003389,InvestNews BR,Easynvest,126
287399038132632,Prefeitura de Venâncio Aires,These ads ran without a disclaimer,123
350875841718469,Sindicato dos Metroviários,SindimetrôRS,116
333720355130,Petrobras,Petrobras,113
314844381936335,Colégio Marista Pio XII,Colégio Marista Pio XII,110
441602952530407,Colégio Marista Assunção,Colégio Marista Assunção,110
485038291601083,Colégio Marista Ipanema,Colégio Marista Ipanema,110
464533840225061,Colégio Marista São Pedro,Colégio Marista São Pedro,109
746791565355599,SejaVero,Karem De Vargas Ferreira,≤100
235015036610438,Colégio Marista Champagnat,Colégio Marista Champagnat,≤100
1446921505569922,Marista São Francisco - RS,Colégio Marista São Francisco,≤100
403911956313694,Colégio Marista São Luís - RS,Colégio Marista São Luís,≤100
297467143670963,Colégio Marista Conceição,Colégio Marista Conceição,≤100
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,≤100
115036222170663,Beto Fantinel,Roberto Fantinel,≤100
256236761932873,Rodrigo Rabuske,Rodrigo Rabuske,≤100
471907586160657,Marista Graças,Colégio Marista Graças,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
188766024500202,Prefeitura de Novo Hamburgo,Prefeitura de Novo Hamburgo,≤100
342222965852417,Colégio Marista Roque,Colégio Marista Roque,≤100
769753176473124,Juvir Costella,Juvir Costella,≤100
726792094131244,Césinha,Cesar Brizolara,≤100
724301607605853,Marista Aparecida,Colégio Marista Aparecida,≤100
280543148741797,Colégio Marista Medianeira,Colégio Marista Medianeira,≤100
303652596391419,Colégio Marista Maria Imaculada,Colégio Marista Maria Imaculada,≤100
1894520370802455,Governo do Brasil,These ads ran without a disclaimer,≤100
155498031194084,Colégio Marista Santa Maria - RS,Colégio Marista Santa Maria,≤100
114307110385987,Edemar Canabarro,Edemar Canabarro,≤100
197698930267127,Alana,Instituto Alana,≤100
109591311961445,Brasil em Ruínas,Marco Aurelio Machado,≤100
225628057522942,Colégio Marista Santo Ângelo,Colégio Marista Santo Ângelo,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
