Page ID,Page name,Disclaimer,Amount spent (ILS)
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,2490
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1754
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,1395
175285029214345,הציונות הדתית,ציונות דתית,1306
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,1011
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1002
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,904
102548956115520,תקומה 23 - להיות עם יהודי בארצנו,תורת לחימה,601
114201461733889,"מיכאל וידל- ראש עיריית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,572
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,564
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,552
849824028408565,תנועת אם תרצו,תנועת אם תרצו,437
1073548259341247,לובי 99,לובי 99,423
615531405455497,הדר לביא,הדר לביא,373
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",344
1977394709188677,אלי אטון - מנהיג לשם שינוי לראשות לב השרון,WISY INTERNET MARKETING LTD,303
206510126595474,Максим Бабицкий,Максим Бабицкий,296
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,293
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,293
103476062195166,Матан Диль,Матан Диль,287
100303966345061,בין חברים - מגזין קיבוצי עצמאי,בין חברים - מגזין קיבוצי עצמאי,286
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,282
112169951926386,אלון רוזן,אלון רוזן,281
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,258
104404418153739,דנית ברביבאי,דנית ברביבאי,251
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,244
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",242
231854074020198,יחד בראשות עדי פרילינג אנקורי,יחד בראשות עדי פרילינג אנקורי,239
258006501648500,Наш Дом Ришон,ישראל ביתנו,236
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,223
1010890709085110,תומר יעקב,תומר יעקב,209
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,207
219091481560790,מרים פיירברג - איכר,נתניה אחת,203
204780362875106,מקור ראשון,מקור ראשון,197
118359977918473,יובל ארד - לראשות מועצת כוכב יאיר-צור יגאל,יובל ארד - לראשות מועצת כוכב יאיר-צור יגאל,196
562315384163994,עדי לוי סקופ לראשות העיר כפר סבא,עדי לוי סקופ לראשות העיר כפר סבא,183
561328147655037,רחובות חופשית,רחובות חופשית,182
111500115228845,לביא זמיר לראשות לב השרון,לביא זמיר לראשות לב השרון,180
104222621115858,הביטחוניסטים,הביטחוניסטים,176
1662907067255622,איגוד הגז הטבעי,Unik,174
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,166
100741026415101,המושבה,מורן מן,163
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,155
295211077200566,מרצ כפר סבא,מרצ כפר סבא,153
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,151
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,148
117658294683078,ישראלTop5,top5israel,139
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,139
106895605678077,מחאת המילואימניקים,מילואימניקים,136
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,135
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,131
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,125
120219177648236,רוח חדשה ברמלה - בראשות רותם כהן כחלון,רוח חדשה ברמלה - בראשות רותם כהן כחלון,125
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,124
106291042155217,الصفحه الرسمية للمرشح عدنان عيسى لرئاسة بلدية كفر قاسم 2023,الصفحه الرسمية للمرشح عدنان عيسى لرئاسة بلدية كفر قاسم 2023,123
104063512343698,פשוט טוב.,פשוט טוב.,120
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,117
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,116
125091411019052,שושי כחלון-כידור,שושי כחלון-כידור,110
105877902554008,ערן גלזר - לראשות מועצת גדרות,ערן גלזר,110
101931702927444,מיכל שקורי. מנהיגה לתנופה בגן רווה,מיכל שקורי. מנהיגה לתנופה בגן רווה,108
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,108
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,103
110218465442225,אורן חזן - ראש עיר חזק לאריאל,אורן חזן,103
544585708962925,עיריית לוד,עיריית לוד,103
107863545666861,"עו""ד נתנאל בן יוסף אחרק",נתנאל אחרק,≤100
298350000726503,רחלי כדורי לראשות מועצת אורנית,רחלי כדורי לראשות מועצת אורנית,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,≤100
130497666985943,ההסתדרות הרפואית בישראל,These ads ran without a disclaimer,≤100
558702227875758,רוני רימון,רוני רימון,≤100
1838534943110252,שלמה שש  גן רווה,שלמה שש  גן רווה,≤100
120728247599577,מירה בן ארי לראשות גן רווה,מירה בן ארי לראשות גן רווה,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
124894077550811,ישראל חופשית,ישראל חופשית,≤100
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,≤100
411177009409267,ענת זנזורי,ענת זנזורי,≤100
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,≤100
106396902115076,فادي عراقي مهنية - ارادة - قدرات,فادي عراقي مهنية - ارادة - قدرات,≤100
