Page ID,Page name,Disclaimer,Amount spent (IDR)
23383061178,Prabowo Subianto,indonesia Adil makmur,336973
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,86224
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,80456
54779960819,United Nations,United Nations with Facebook Ad Credits,66656
200803973954406,Kerabat AHY,Wahyu Surya Sakti,65092
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,54361
105395699123690,Lensa Politik,Aditia Ramdani,28378
164882486874333,antaranews.com,antaranews.com,26964
197545083607941,Harian Kompas,Harian Kompas,21339
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,11091
104769328970097,Joedea Aris Theofilus,Partai Solidaritas Indonesia,10062
116705041036588,Francine Widjojo,Francine Widjojo,7350
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,6074
173776079818775,Saiful Mujani,Saidiman,4352
106883058905796,Tanda Seru,Aditia Ramdani,4352
104830667806476,Melihat Indonesia,Melihat Indonesia,4275
104622532469179,Populis,Aditia Ramdani,4174
101791176154457,Kodepolitik A1,Aditia Ramdani,4067
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,3950
101101492306034,Mega News,Siti Sarah Iskandar,3889
101428652793656,Readktif,Aditia Ramdani,3725
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,3671
111864151754055,Esensi TV,Esensi Tv,3644
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,3499
100634344801574,Gus Raharjo,Septian Raharjo,3414
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,3040
100398849135155,Sandiku Sayang,Iwan Hardiansyah,2983
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,2828
103959895185608,Project Multatuli,Muammar Fikrie,2740
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,2625
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,2307
104427162506872,Fakta Anies,Fakta Anies,2136
107241861191421,Ilmu Tambang,Ilmu Tambang,1935
106920001531083,Filosofi Jateng,Bayu Wicaksono,1736
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,1605
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,1516
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,1455
756567881057213,Airlangga Hartarto,Airlangga Hartarto,1067
103581752405141,Sobar Harahap,Juniar Dwi Harianto,918
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,875
342449962923657,Berita Ganjar Pranowo,Septian Raharjo,869
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,828
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,724
104799384898162,Indonesia Berkabar,Bayu Wicaksono,720
113971958229601,Political Design,Wahyu Surya Sakti,612
107565455160464,Indonesia Opini,Ganjar Nusantara Indonesia,546
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,539
100676262667808,Story Nusantara,Ganjar Nusantara Indonesia,537
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,528
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,514
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,512
113307277699173,Info Kebumen Ngapak,Bayu Wicaksono,492
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,481
173996829810061,Ryan F Kono,"Ryan Fahrichsan Kono, B.Com",479
107318141100190,Semarang Raya Terkini,Ganjar Nusantara Indonesia,477
105313791512717,Jateng Sentris,Bayu Wicaksono,466
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,453
114460673670696,Pati Raya ID,Ganjar Nusantara Indonesia,449
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,430
106253264560859,Air Kami,Air Kami,398
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,356
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,305
1924315711129121,kumparan,kumparan,292
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,286
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,279
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,245
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,241
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,213
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,181
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,180
1566811330067048,Gesuri,Gesuri,173
312490859193724,mensbatik,Bayu Setayudha,≤100
116907477960615,Anisur Rahman,These ads ran without a disclaimer,≤100
106245928863654,Pandex Rosário,These ads ran without a disclaimer,≤100
