Page ID,Page name,Disclaimer,Amount spent (XAF)
103092238774307,Sobe Ad Agency,These ads ran without a disclaimer,≤100
216650141692498,DEIDO BOY MAGAZINE,These ads ran without a disclaimer,≤100
1402914449736711,Thé Flecha,These ads ran without a disclaimer,≤100
