Page ID,Page name,Disclaimer,Amount spent (UYU)
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,928
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,812
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,436
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,351
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,180
1663909410533738,Pit-Cnt - oficial,PITCNT,142
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,117
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,114
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100
150242128346693,SURA Latam,These ads ran without a disclaimer,≤100
101958599473285,Or HaOlam - אור העולם - Luz del Mundo,These ads ran without a disclaimer,≤100
103532292462368,WIRED en español,These ads ran without a disclaimer,≤100
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100
108719625415224,Traficc Marketer,These ads ran without a disclaimer,≤100
