Page ID,Page name,Disclaimer,Amount spent (UYU)
100641784733064,Sebastian Arballo,Sebastián Gabriel Arballo Fassi,578
339506493370193,Richard Sander,Richard Saul Sander Darín,250
721629447857727,567 El Espacio,Partido por la Victoria del Pueblo - Espacio 567 - Frente Amplio,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
100461366389167,Bienestar Social IDR,Marcio Protti Toya,≤100
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,≤100
100641784733064,Sebastian Arballo,These ads ran without a disclaimer,≤100
2101673416799600,El Día UY,El Día UY,≤100
167878593236712,UNICEF en español,These ads ran without a disclaimer,≤100
101349122508290,Dr Sanquetta,These ads ran without a disclaimer,≤100
