Page ID,Page name,Disclaimer,Amount spent (NIO)
587453818082309,ElHospital.com,These ads ran without a disclaimer,≤100
324014361275123,ETprojectMusic,These ads ran without a disclaimer,≤100
946133165540703,Expediente Público,These ads ran without a disclaimer,≤100
