Page ID,Page name,Disclaimer,Amount spent (JPY)
1904070096535109,スマート選挙,株式会社センキョ,3996
475681929154100,国連UNHCR協会,国連UNHCR協会,828
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,719
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,534
103914976352692,選挙ドットコム,イチニ株式会社,278
208661552479830,日本財団,Shigeru Fujita,224
102563926160700,プライムマリッジ 理想の結婚を叶える恋愛術,These ads ran without a disclaimer,201
116519890473491,いわて自民党,いわて自民党,188
208947112492576,Hong Kong Science Park,These ads ran without a disclaimer,156
104533215755145,ZOE_Japan,ZOE Japan,141
102164632872328,ionaspaandmineral_official,These ads ran without a disclaimer,130
103161515483081,JDIR（JBpress Digital Innovation Review）,These ads ran without a disclaimer,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
108821185534955,,These ads ran without a disclaimer,≤100
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100
1407941346087379,自民党遊説局,自民党遊説局,≤100
852370551453606,GARP,These ads ran without a disclaimer,≤100
276105152957417,Eternal Sunworks,These ads ran without a disclaimer,≤100
