Page ID,Page name,Disclaimer,Amount spent (PLN)
176114889652,Kancelaria Premiera,Kancelaria Premiera,≤100
170854966281100,Wspólnota Burego Misia,Fundacja Wspólnoty Burego Misia im. Bogdana Jańskiego,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
195850885814140,FRONTSTORY,Fundacja Reporterów,≤100
91021863613,Szlachetna PACZKA,Stowarzyszenie Wiosna,≤100
1683534065241470,OKO.press,OKO.press,≤100
185265414715,Onet,Onet,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
552403594779327,Adam Snarski Burmistrz Leska,Adam Snarski,≤100
696622867467853,Polska Morska,Polska Morska,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
105884928120564,Surprise Club Shop,These ads ran without a disclaimer,≤100
