Page ID,Page name,Disclaimer,Amount spent (PLN)
176114889652,Kancelaria Premiera,Kancelaria Premiera,≤100
145481822175715,Otodom,Grupa OLX sp. z o.o.,≤100
159205967423152,Stowarzyszenie Sursum Corda /w górę serca/,H4People,≤100
170854966281100,Wspólnota Burego Misia,Fundacja Wspólnoty Burego Misia im. Bogdana Jańskiego,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
1683534065241470,OKO.press,OKO.press,≤100
100345201929993,Born in EU,Fundacja Centrum im. prof. Bronisława Geremka,≤100
163488137165461,E.ON Polska,E.ON Polska,≤100
195850885814140,FRONTSTORY,Fundacja Reporterów,≤100
176619537364977,Grodno S.A.,Grodno S.A.,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
