Page ID,Page name,Disclaimer,Amount spent (HTG)
110731051196021,Aurore D Lexima,These ads ran without a disclaimer,145
106029341955124,Livre - L'Organisation mondiale des douanes,These ads ran without a disclaimer,≤100
