Page ID,Page name,Disclaimer,Amount spent (BSD)
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,≤100
