Page ID,Page name,Disclaimer,Amount spent (TND)
141662475911566,Instance Supérieure Indépendante pour les Élections - ISIE,Instance Supérieure Indépendante pour les Élections - ISIE,212
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
562060647164742,IIDebate - International Institute of Debate,Rafik Akili,≤100
101416266129939,ياسين مامي - Yassine Mami,Hammamet Informatique Services,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
106803408804138,House Of Fun,These ads ran without a disclaimer,≤100
108715375421508,عبدالقدوس ابراهم,These ads ran without a disclaimer,≤100
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100
1061420730573798,Sinopec,These ads ran without a disclaimer,≤100
102792235785218,shakespearstories,These ads ran without a disclaimer,≤100
112463061674648,علي العجمي,Ali El Ajmi,≤100
