Page ID,Page name,Disclaimer,Amount spent (SLL)
331095246920291,Sylvia Olayinka Blyden,Blyden Sylvia Olayinka,6701
208685479508187,U-Report Global,These ads ran without a disclaimer,1200
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100
