Page ID,Page name,Disclaimer,Amount spent (VND)
106128284947266,Lương Y Phạm Văn Thanh Xương Khớp - Việc Tử Tế VTV1,These ads ran without a disclaimer,130791
155460521146066,RFI Tiếng Việt,These ads ran without a disclaimer,51008
111649914996393,Viên đại tràng Nhất Nhất,These ads ran without a disclaimer,50745
919479674872321,Báo Nghệ An,Báo Nghệ An,39669
114075063569561,Lương Y Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,19859
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,10058
105845511087981,TRUYỀN HÌNH AN VIÊN,TRUYỀN HÌNH AN VIÊN,4881
1223262734516749,Gạch Tuynel Bình Hà - Công ty Cổ phần Việt Hà - Hà Tĩnh,These ads ran without a disclaimer,1352
101865258169428,ĐEN Secondhand,ĐEN Secondhand,785
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100
1470528053216060,Luật Khoa tạp chí,These ads ran without a disclaimer,≤100
