Page ID,Page name,Disclaimer,Amount spent (ARS)
1592542994388441,Martin Goerling,Martín Goerling,401644
544640985878621,Argentinos Online,Argentinos Online,215941
714231232031139,Cacho Bárbaro,Cacho Bárbaro,144458
107553832426946,Defendamos la Patria,Defendamos la Patria,131054
141553702688103,Pepe Pianesi,Pepe Pianesi,99828
103088924366000,Noticias d,Noticias d,54138
1873797869608613,Frente Renovador de la Concordia,Frente Renovador de la Concordia,44712
125746444168698,Partido Agrario y Social,Partido Agrario y Social,40878
364916637463104,Unión por la Patria,Unión por la Patria,38344
90148244993,Patricia Bullrich,Juntos por el Cambio - La Fuerza Del Cambio Lista 132B,36553
572676212777687,Alfredo Schiavoni,Alfredo Schiavoni,31568
228274294786899,Carlos Arce,Frente Renovador de la Concordia,24928
331459911021936,Lalo Stelatto,Lalo Stelatto,19709
108401558977853,Hacemos por Nuestro País,Hacemos por Nuestro País,17361
100615406447198,Una Argentina Distinta,Una Argentina distinta,16042
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,14583
103448546000915,LaMassaneta,LaMassaneta,12577
113732213839062,Unión por la Patria JG,Unión por la Patria JG,12049
174970176018,Horacio Rodríguez Larreta,Juntos por el Cambio,11379
544986472243896,Data Diario,Data Diario,7172
213148592527828,Sebastián Tiozzo,Sebastián Tiozzo,5796
1945555449050773,Frente Ciudadano,Frente Ciudadano,5230
206515872752040,Info-DINE,Secretaría de Medios y Comunicación Pública,5107
106548558037239,Corte media.,Corte Media,4473
113440031817559,Unión por las Redes,Comunicación en Redes,4280
958750317533178,Manuela Castañeira,Nuevo MAS,4200
456401517846408,Partido Obrero Misiones,Partido Obrero,4016
453418821422498,Fernanda Raverta,Encuentro Marplatense,3908
1309393872434567,CFK Conducción,CFK Conducción,3652
164433833587600,Todo Negativo,Todo Negativo,3614
108072227440,El Territorio,El Territorio,3231
139780689504552,Frente de Izquierda,Frente de Izquierda,3114
438942059479338,Izquierda Socialista,Frente de Izquierda,3096
107631983989726,Argentina Federal,Argentina Federal,2974
610065179346397,NotiBaires,NotiBaires,2660
111669735076988,Hora Cero,Hora Cero Noticias,2515
675523912809682,Tiempo de Provincia,Tiempo de Provincia,2487
106560742263098,Noticias El Portal,Noticias El Portal,2178
1436040176529904,Noticias de Acá,Noticias de Acá,2174
699758330894365,Actualidad Argentina,Actualidad Argentina,2110
110276628358382,El Autónomo,El Autónomo,2104
1884291398465992,Miky González Coria,Miky González Coria,1853
2275984019157911,Unidos por la Patria,Unidos por la Patria,1800
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,1771
2251397431784810,InfoArgentina,InfoArgentina,1694
103846469204203,La Ola Noticias,La Ola Noticias,1534
879165845763321,Política Obrera,Política Obrera,1502
111600998225620,Noticias Zero,Noticias Zero,1494
108679841853325,Contame Más,Contame Más,1465
110116998602195,Boletin No-Oficial,Boletín No Oficial,1452
117679558035818,La Tribuna,La Tribuna,1346
305718592859851,Canal Doce Misiones,Canal Doce Misiones,1226
605540860101596,Diario Criollo,Diario Criollo,1168
131381938371647,Corta La Bocha Noticias,Corta La Bocha,1135
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,1099
1651324754987038,InfoAires,InfoAires,1054
109447250584054,Data Gremial,Data Gremial,1002
101594852755793,El Bonaerense,El Bonaerense,950
111064391804839,Argentina Productiva,Argentina Productiva,939
104417732484057,El Independiente Noticias,El Independiente,938
102534516011045,La Gloria Noticias,La Gloria Noticias,936
378374369659145,Zona Norte Noticias,Zona Norte Noticias,916
110806461830762,El Sol Web,El Sol Web,906
113395874909201,Punto Noticias,Punto Noticias Web,902
224101394638587,Estudio de opinión,Estudio de opinión,873
110767322072387,Levantemos Argentina,Levantemos Argentina,862
105716442346264,Conurnarnia,Conurnarnia,826
628498977777284,El Continental,Periodico El Continental,768
87545580838,C5N,C5N,763
