Page ID,Page name,Disclaimer,Amount spent (SAR)
110746171982463,Mozzn,These ads ran without a disclaimer,≤100
108405728924337,Ochena Ekjon,These ads ran without a disclaimer,≤100
103864941730379,Jp Jacobs International Research Foundation,These ads ran without a disclaimer,≤100
1635817140023896,عقارات تركيا - Property Turkey,These ads ran without a disclaimer,≤100
