Page ID,Page name,Disclaimer,Amount spent (AED)
117139968297006,Abu Dhabi Calendar,These ads ran without a disclaimer,≤100
104648399277744,diwaniyas.uae,These ads ran without a disclaimer,≤100
113414308041611,Great Arab Minds,Great Arab Minds,≤100
1145652492123238,Ellington Properties,These ads ran without a disclaimer,≤100
117803020066035,mohamed_bin_zayed_lovers,These ads ran without a disclaimer,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
103658718861482,Primeclass Photo,These ads ran without a disclaimer,≤100
101882448673,Dezeen,These ads ran without a disclaimer,≤100
102178152333020,القنصل للخدمات العامة - تركيا,These ads ran without a disclaimer,≤100
111465018619557,Waka 2,These ads ran without a disclaimer,≤100
