Page ID,Page name,Disclaimer,Amount spent (HUF)
128596180810227,Stefi Déri,Megafon,14232
506244332746545,TEOL.hu,TEOL.hu,13550
101581945499216,Budapest Beszél,Budapest Beszél,11670
224274995688487,Bohár Dániel - Riporter,Megafon,11355
109217671008015,A kopasz oszt,Megafon,10159
776079922494181,Apáti Bence hivatalos oldala,Megafon,9061
102414628645144,Korondy Tamás,Megafon,8089
110149601578231,GeriJoca,Megafon,7922
109637397268775,Nyugati Pályán,Splendidea Communications Kft,6067
503614639975773,Trombitás Kristóf,Megafon,3821
543788999005363,ORIGO,Mediaworks Hungary Zrt.,3312
102528011823081,Száraz Zoltán • Momentum,Momentum Mozgalom,2851
178362315106,European Parliament,European Parliament,2159
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,1941
118152054556475,Deák Dániel,Megafon,1770
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,1644
120370174702378,Magyarország Kormánya,Magyarország Kormánya,1553
191461774219575,hirado.hu,hirado.hu,1445
248172631940,Mandiner,Mediaworks Hungary Zrt.,1382
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,862
1534911313439123,Ripost,Ripost,832
594088897289853,Alapjogokért Központ,Alapjogokért Központ,820
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,750
714000945703554,Bomba Gábor Szekszárd,Bomba Gábor László,664
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,664
108346693873484,Győrffy Balázs,Balazs Gyorffy,637
1652741928333536,KPSVR,KPSVR Media,520
108146403966754,Dr. Bagó Zoltán,Dr. Bagó Zoltán,506
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,430
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,413
264517713636590,PestiSracok.hu,PestiSrácok.hu,401
100299381703981,Ps TV,PestiSrácok.hu,395
102426795954406,Nobilis Márton,Nobilis Márton,359
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,335
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,327
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,299
451844608304228,Metropol,Metropol,294
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,292
221761091331222,Danube Institute,Danube Institute,244
447204268797621,RTL.hu,RTL.HU,240
110462711892232,DK TV,Demokratikus Koalíció,239
345496092135627,Hír TV,Mediaworks Hungary Zrt.,222
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,211
211156277497,WWF Hungary,WWF Hungary,204
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,202
102641477991941,bahir.hu - BAHÍR,ZÖLD BARANYA KFT.,199
108248022589754,Bosch Magyarország,Bosch Magyarország,186
1215492498464496,Angyal Károly,Angyal Károly Tibor,180
851784814892644,Simicskó István,KDNP frakció,177
170187966339475,Life.hu,Mediaworks Hungary Zrt.,169
158618604765401,Varga Gábor,Varga Gábor,168
777343075710072,Migrációkutató Intézet,Migrációkutató Intézet,168
294815374340858,Donáth Anna,Momentum Mozgalom,163
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,160
162344823835042,atlatszo.hu,Átlátszónet Alapítvány,158
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,155
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,155
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,141
1926735160968885,Válasz Online,Válasz Online,140
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,138
1722969024662464,Civil Összefogás Fórum,Civil Összefogás Fórum,128
537817739693723,Brain Bar,Brain Bar,126
76748198685,Budapest Pride,Budapest Pride,116
614294538753164,Dunántúli Regionális Vízmű Zrt. hivatalos oldala,Dunántúli Regionális Vízmű Zrt.,107
267882727864,Kubatov Gábor,Fidesz,107
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,104
103478164920832,Rubicon Intézet,Rubicon Intézet,≤100
887921287887805,Király Nóra,Király Nóra,≤100
876772425797119,Hölvényi György,Hölvényi György,≤100
503614639975773,Trombitás Kristóf,Trombitás Kristóf Keresztély,≤100
109400335280737,Dóka Milán,Milán Dóka,≤100
408924035951553,Körforrás,Körforrás,≤100
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,≤100
2407809316170057,Szendefy Mária - LMP,LMP - Magyarország Zöld Pártja,≤100
129515056710496,Dr. Orbán Géza,These ads ran without a disclaimer,≤100
348148758663062,Indahouse Hungary,InDaHouse Hungary Egyesület,≤100
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",≤100
287924088574465,Bunteto.com - Online Sportmagazin,These ads ran without a disclaimer,≤100
1869511526651884,Zsigmond Barna Pál,Fidesz,≤100
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,≤100
206829842043,Rétvári Bence,Rétvári Bence,≤100
451084968283411,Klímainnovációs Közösség,PANNON Pro Innovációs Kft.,≤100
1215492498464496,Angyal Károly,LMP - Magyarország Zöld Pártja,≤100
150836998898897,aHang,aHang,≤100
177477379482620,MKKP BP XII. kerület,Magyar Kétfarkú Kutya Párt,≤100
92932085233,TASZ,TASZ,≤100
166359293376130,Hévíz Város Önkormányzata,Papp Gábor,≤100
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,≤100
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,≤100
109414841321682,Magyar Falu Program,Magyar Falu Program,≤100
85568463466,Mérce,Mérce,≤100
445067412712417,Dr. Molnár Krisztián,Molnár Krisztián,≤100
202099276507678,24.hu,These ads ran without a disclaimer,≤100
106236922109249,Hajnal-2026,Radics Gábor Zoltán,≤100
102474542009609,Megafilm,MEGA FILM Kft.,≤100
286146221590937,Direkt36,Direkt36,≤100
102186064905787,Zöld Követ Egyesület,Zöld Követ Egyesület,≤100
