Page ID,Page name,Disclaimer,Amount spent (COP)
438113889610097,Hosman Yaith Martínez Moreno,Hosman Yaith Martínez Moreno,468237
123243941056130,Carlos Amaya,Carlos Andres Amaya,145198
2189530951136428,Ricardo Rojas Sáchica,Ricardo Rojas Sáchica,88843
159514754069267,Partido Cambio Radical,Partido Cambio Radical,33067
399198850907494,Ramiro Barragán,Ramiro Barragán,29249
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,26830
365259027010440,Rigoberto Alfonso Pérez,Rigoberto Alfonso Pérez,19005
891076927704320,Juan Ruiz,Juan Ruiz,17644
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,15573
113083744376314,Wilfredy Bonilla Lagos,Wilfredy Bonilla Lagos,11470
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,9888
251292808253299,Canadian College,Canadian College,8349
103728686142815,Jairo Cespedes C.,These ads ran without a disclaimer,8219
103754197881668,Esteban Restrepo,Esteban Restrepo,7461
1102089866560913,Boyacá Noticias,Boyacá Noticias,7240
118514924593739,Tanque Seco,Tanque seco,6725
101967461554713,"Katheryne Escobar, Candidata","Katheryne Escobar, Candidata",5626
75884689790,Colectivo de Abogados y Abogadas,Colectivo de Abogados,5323
286568181368830,Jhon Ortega,Jhon Ortega,5260
1147318942107929,Todos Somos Una,DEBRAIN LLC,4344
2281070281984444,Juan Sebastián Jiménez,Juan Sebastián Jiménez,3746
472245809650733,Marco Tulio Ruíz,Marco Tulio Ruíz,3258
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,2964
600160263515679,Tecnologías de la Información y las Comunicaciones de Cali,Tecnologías de la Información y las Comunicaciones de Cali,2046
104046148916576,Patricia de Hernandez,Patricia de Hernandez,1920
101071764864119,Dulce Veneno,Dulce Veneno,1601
111796858584271,Luisa Al Concejo,Luisa Al Concejo,1545
102143071616787,Goberna Colombia,Goberna,1529
107405449071319,Con la suya,Con la suya,1501
106471308875048,Partido Colombia Renaciente,Partido Colombia Renaciente,1477
101391859627743,Colombia sin miedo,Colombia sin miedo,1433
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,1375
110036132129269,Alerta Noticias,Alerta Noticias,1257
104026941006922,Boyacá Siempre Conservador,Boyacá Siempre Conservador,1179
969143216462972,Felipe Cañizalez,Felipe Cañizalez,1116
1668929590004327,Avanzoft Software Avanzado,Avanzoft Software Avanzado,1102
533238166689720,Instituto Técnico Imtel - Oficial,These ads ran without a disclaimer,1073
105848177845789,All Out en español,All Out Action Fund,1066
1766366823576506,La Paz Querida,La Paz Querida,1051
407615769604377,Mutante,Fundación Mutante,988
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,949
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,947
266563730155332,Juan Diego Gomez Jimenez,Get Social,904
102649172879833,Colombia al Día,Colombia al Día,806
543810628990655,Ministerio de Justicia y del Derecho,Ministerio de Justicia y del Derecho,787
765302097170348,Línea Cero,Linea Cero,780
838927469815494,Diana Diago,Diana Diago,733
1823807254333065,Soy Más País,Soy Mas Pais,658
107630602393621,Hora de Justicia,Horadejusticia,614
378686602773406,Omar Ortega Concejal,Omar Ortega Concejal,607
106892197676696,Pedro León Martínez,Pedro León Martínez,575
1400280116941194,Fabian Diaz,Fabian Diaz,542
188371488749555,Mauro Marquez,Mauro Marquez,514
1119413181474050,El Avispero Mov,Movilizatorio,484
569978373130700,Andrés Lizarralde Henao,Andrés Lizarralde Henao,479
2013525382284983,Wilson Florez,Wilson Florez,426
104313676026273,Luis Carlos Guevara Montilla,Agencia de Publicidad del Putumayo,373
112505265094567,Mario Gutiérrez,Mario Gutiérrez,360
116099204874471,Alejo Zúñiga,ALEJANDRO ZÚÑIGA,333
108951431779196,Beachouse RELAX Oficial,These ads ran without a disclaimer,332
104649770935802,Voz Libre,Voz Libre,324
353002198130323,Instituto Tecnisistemas,These ads ran without a disclaimer,315
105745084834647,Somos Más Noticias Colombia,Somos Más Noticias Colombia,282
100862467976065,Andrés Fandiño,Andrés Fandiño,282
117823701712681,Cedinsi Escuela de Entrenamiento en Herramientas Digitales,These ads ran without a disclaimer,279
100475532513857,Cristian Halaby,Cristian Halaby,278
112155252163421,Sebastián López V.,Sebastián López V.,269
100523415826945,Rodrigo,These ads ran without a disclaimer,261
499976616711322,Richy Gómez,Richy Gomez,198
100563549504491,Juan Torres Ortega,Pacto por el Cambio,189
626538870727500,Felipe Urrea,Felipe Urrea,189
482002058626250,Surany Arboleda Arias,Surany Arboleda Arias,166
101046256286876,Antimilitantes,Linea Cero,166
1529335724037224,Aeropuerto del Café,INTUAL,155
321582221272701,UNIMINUTO,These ads ran without a disclaimer,155
120137021029235,Prolicores,These ads ran without a disclaimer,124
114778278552099,Octavio Cardona León,Octavio Cardona León,109
188377551302898,Corporación Educativa Combos,These ads ran without a disclaimer,≤100
108127034850843,Randy Correa,Randy Correa,≤100
466445923412524,Miguel Ángel Barreto,Miguel Ángel Barreto,≤100
114636997892974,Camilo Manchola,Camilo Manchola,≤100
542024685923883,Cooperamos Educación,Cooperamos Educación,≤100
96595416468,Lilia Solano,Lilia Solano,≤100
191459311042712,Jaime Andrés,Jaime Andres,≤100
102906089407673,"Ferney Guerrero - ""Juntos Por Chigorodó""","Ferney Guerrero - ""Juntos Por Chigorodó""",≤100
2347968758813268,Julito Romero,Julito Romero,≤100
267429580280675,Jesus augusto correa cardona,Jesus augusto correa cardona,≤100
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,≤100
275496022803888,Alejandro Saldarriaga,Alejandro Saldarriaga,≤100
172603406118663,Poder Estéreo 88.4 FM,Poder Estéreo 88.4 FM,≤100
102486019602891,Guillermo Montaña Torres,These ads ran without a disclaimer,≤100
101523866222113,Javier Muñoz,Javier Muñoz,≤100
108637132149790,Jaime Antonio Villa,Jaime Antonio Villa,≤100
111224613562433,Diego Zambrano - #Putumayosomostodos,Diego Zambrano - #Putumayosomostodos,≤100
434579956585755,Nicolás García,Nicolás García,≤100
113859341778043,Dios salva a Colombia,Dios salva a Colombia,≤100
