Page ID,Page name,Disclaimer,Amount spent (HTG)
120062367660295,,These ads ran without a disclaimer,≤100
106300349078917,Thomas Zaugg,These ads ran without a disclaimer,≤100
212732770186,Tom MacDonald,These ads ran without a disclaimer,≤100
