Page ID,Page name,Disclaimer,Amount spent (IDR)
23383061178,Prabowo Subianto,indonesia Adil makmur,1498371
100748849467001,Sedulur Puan,Puan 2024,1019772
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,710299
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,698759
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,604846
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,518370
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,356266
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,304299
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,256867
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,253403
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,251420
104769328970097,Joedea Aris Theofilus,Partai Solidaritas Indonesia,231969
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,204224
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,186491
197545083607941,Harian Kompas,Harian Kompas,161214
103117879108618,Jatim Untuk Ganjar,Ganjar Nusantara Indonesia,137756
101203454841155,Kota Kite,Prayogo,97934
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,96819
104622532469179,Populis,Aditia Ramdani,95671
101428652793656,Readktif,Aditia Ramdani,90384
103292932453775,GP Tapal Kuda,Ganjar Nusantara Indonesia,84406
106883058905796,Tanda Seru,Aditia Ramdani,81889
326822061530978,Dinas Kominfo Nganjuk,Aditya Rachmat Pamungkas,59559
300594443651586,DPC Partai Demokrat Situbondo,Janur Ananda,54309
101396779210463,Rumah Kita Jatim,Ganjar Nusantara Indonesia,52992
101851468280755,RUMAH KITA Lamongan,Ganjar Nusantara Indonesia,52332
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,38699
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,38080
103411659195911,JIMAT,Arik Luviani Putri Yasa,37339
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,35268
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,32330
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,30715
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,30536
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,29650
102390425633221,Hanania Group,Hanania Group,29473
173776079818775,Saiful Mujani,Saidiman,28236
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,25361
100493776029547,SiCaleg - Aplikasi Pemilihan Legislatif,SiCaleg,24823
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,23441
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,20457
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,19454
302826799886864,Relawan PUAN 2024,Puan 2024,19449
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,17773
111874238435241,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,14338
110750361762052,Pikiran Rakyat,Desta Darmawansyah,14013
104830667806476,Melihat Indonesia,Melihat Indonesia,13525
101101492306034,Mega News,Siti Sarah Iskandar,12086
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,11777
103421759149899,Geocorner Indonesia,Geocorner,11715
102273039070802,Info Terkini,Muhammad Miftakhunnaim,10538
756567881057213,Airlangga Hartarto,Airlangga Hartarto,10425
103581752405141,Sobar Harahap,Juniar Dwi Harianto,10205
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,9700
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,9428
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,9231
100676262667808,Story Nusantara,Ganjar Nusantara Indonesia,9171
138714910025360,Saidiman Ahmad,Saidiman,8600
240326642745935,Change.org,Change.org Indonesia,8526
107565455160464,Indonesia Opini,Ganjar Nusantara Indonesia,8393
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,7962
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,7525
100879728277263,100 Juta Like Fans Berat Jokowi-Ahok,H. Dimjati,7272
103581752405141,Sobar Harahap,Septian Raharjo,6601
202555993805088,Caption,Ganjar Nusantara Indonesia,6509
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,6281
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,6177
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,6103
101338198587608,Indonesia Luar Biasa,Ganjar Nusantara Indonesia,5959
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,5784
100398849135155,Sandiku Sayang,Iwan Hardiansyah,5380
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,4975
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,4966
211489955729025,KompasData,Harian Kompas (PT Kompas Media Nusantara),4511
110952238516382,Kiki Daliyo,Dwi Wantoro,4285
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,4029
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,3578
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,3500
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,2875
699823740179321,IndonesiaBaik.Id,These ads ran without a disclaimer,2609
164800207258203,SUARANTB.com,SUARANTB.com,2486
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,2235
103584384805755,Soloraya Terkini,Ganjar Nusantara Indonesia,2220
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,2142
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,2089
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,2025
100649018546817,GanjarFans,These ads ran without a disclaimer,1997
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,1954
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,1924
150519098896245,kumparanMOM,PT. Dynamo Media Network,1893
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,1863
109635261356229,"Bornok Simanjuntak, SH, MH",Bornok Simanjuntak,1577
104843487722931,Portal Islam id,Portal Islam ID,1202
108156498584853,Tetap Puan,Marabunta Family Cyber,1147
228998964266672,Pemprov Jawa Timur,Ayu Fitria Mandarasari,947
102262302515901,Henry Indraguna,Ananda Puja Wandra,504
748306718584642,ERM Academy,These ads ran without a disclaimer,367
310703725949149,Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko,These ads ran without a disclaimer,277
114460673670696,Pati Raya ID,Ganjar Nusantara Indonesia,170
102981496004696,Relawan Sedulur Nafa Urbach,Siti Rospeni,≤100
481442475370677,World Internet Conference,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
