Page ID,Page name,Disclaimer,Amount spent (HNL)
349524351841734,Cárlenton Dávila,Cárlenton Dávila,≤100
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,≤100
114912491193414,Secretaría de Infraestructura y Transporte,Secretaría de Infraestructura y Transporte,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",≤100
114601521910,Jorge Aldana,Jorge Aldana,≤100
124688680554716,Laura Mariana,These ads ran without a disclaimer,≤100
104111364355253,Diario Paradigma,Diario Paradigma,≤100
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,≤100
973656702704928,ParadigmaEncuestadora,ParadigmaEncuestadora,≤100
