Page ID,Page name,Disclaimer,Amount spent (MYR)
108562495293165,Energy Asia,Energy Asia,≤100
214066990599,Berita Harian Online,Berita Harian Online,≤100
693929714007978,Hj Nicholas Sylvester Muhammad Abdullah,Portal Mudah,≤100
131360500212473,Buletin TV3,Buletin TV3,≤100
100636399607458,Malaysia MADANI,Malaysia MADANI,≤100
155707591143880,Prof. Dr Zainur Rashid Zainuddin,Yayasan Ikhlas,≤100
27588322041,BFM Radio - The Business Station,BFM Radio - The Business Station,≤100
1848805912052685,Rileklah.com,Rileklah.com,≤100
1045537408865140,Raja Cuti,Raja Cuti,≤100
122913508099,Parti Gerakan Rakyat Malaysia,PGRM,≤100
111966755228255,,These ads ran without a disclaimer,≤100
401340596873929,The True Net,Yoke Har Ng,≤100
87363369882,Sinar Harian,Sinar Harian,≤100
446127318757289,Sirap Limau,Sirap Limau,≤100
164492150267814,Dewan Muslimat PAS Melaka,Dewan Muslimat PAS Melaka,≤100
138361272876308,马华公会,马华公会,≤100
