Page ID,Page name,Disclaimer,Amount spent (SAR)
106695651835392,Riyadh Expo 2030,These ads ran without a disclaimer,≤100
110746171982463,Mozzn,These ads ran without a disclaimer,≤100
108536448817351,القاهرة للسيارات الكورية-Cairo for Korean Auto,These ads ran without a disclaimer,≤100
107668211525443,manalmkattan,These ads ran without a disclaimer,≤100
378491012597207,وزارة الأوقاف والإرشاد,These ads ran without a disclaimer,≤100
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100
189999018361997,هيثم حسين,These ads ran without a disclaimer,≤100
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100
106062525869064,Tuhinur Rahman,These ads ran without a disclaimer,≤100
119682554490431,মাহাফুজ ভাই,These ads ran without a disclaimer,≤100
103671952774472,Md Habibul Islam,These ads ran without a disclaimer,≤100
110470091436602,Ici Beyrouth,These ads ran without a disclaimer,≤100
