Page ID,Page name,Disclaimer,Amount spent (CRC)
100248039454311,Mi Canton Digital,Mi Canton Digital,23370
123191400766960,Incubadora +Cr,+Costa Rica,1681
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,1630
102851155670931,mUEve,mUEve,1082
265843867173714,La Revista,La Revista,1020
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,709
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,424
1565214213707381,Municipalidad de Barva,These ads ran without a disclaimer,262
102643532445938,Ada Acuña - Diputada,Ada Acuña - Diputada,253
264790507544247,Alianza por Sarchí,Alianza por Sarchí,109
161538647202796,David Segura - Diputado,David Segura - Diputado,≤100
105924582287904,maquillandopermanente,These ads ran without a disclaimer,≤100
147710335240518,Eindhovens Dagblad,These ads ran without a disclaimer,≤100
