Page ID,Page name,Disclaimer,Amount spent (INR)
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,18333
296002831234834,Swapnil Kothari,Swapnil Kothari,9592
54779960819,United Nations,United Nations with Facebook Ad Credits,8790
125610988142789,Krishna Pal Singh Yadav,Vaibhav Desai,6874
1207048289400325,Jagat Bahadur Singh Annu,Ranjeet Singh Bisen,4544
1947296068903392,Vinay Saxena,Manish Soni,3877
215654715566983,"Department of Sports and Youth Services, Government of Odisha","Department of Sports and Youth Services, Government of Odisha",3407
243739452482985,गोदी वाले मामा,गोदी वाले मामा,3318
1568965503322927,Aacharya Vijay RatnaSunder Surishwarji,Aacharya Vijay RatnaSunder Surishwarji,2499
107395897271506,Kutumb,Swatantra Verma,1952
109986065209042,Mera Apna Rahul,MeraApnaRahul,1739
21169267101,Give,Give,1590
112079348195872,Vishvendra Singh Mandloi,Vishvendra Singh Mandloi,1577
1521106071438318,CMO Chhattisgarh,IVS Corporation,1325
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,1258
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,945
102584546049699,Indira ka laal poore 5 saal,Indirakalaalpurepanchsaal,899
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,790
184278081698180,Ashok Gehlot,Ashok Gehlot,729
105671775473178,Jan Suraaj,Jan Suraaj,632
100696919139182,Ram Lallu Vais,Arpit Dubey,609
102106021886833,A K Sharma,Harish Sahrawat,584
101414632677370,The Fourth,The Fourth,572
104516512296314,Kartikeya Sharma,Adv Tech,501
163025777648018,Shashank Bhargava,Shashank Bhargava,491
109141098395573,Inclusive Minds,Inclusive Minds,453
106280825481824,Kundan Pandey,Deepak Vishwkarma,449
104490101026502,Reena Bourasi Setia,Prabuddh Dubey,442
125848084425488,Pragati Rashtra,Pragati Rashtra,432
1012334315631172,Anil Firojiya,Kapil Jain,432
165714096933078,Piyush Goyal,Piyush Goyal,431
100113008488735,Eknath Shinde FC,Future ready media,429
168545223213479,Omprakash Hudla,Pankaj Sharma,379
537021156329658,Sukhbir Singh Jaunapuria,Pankaj Sharma,360
104719664464698,Prashasnik Gurukul,Shraddha Singh,359
1725015347760242,Harshit Singh Thakur,Sunil Kumar Prajapat,350
174283119250672,Save the Children India,Bal Raksha Bharat,345
108861325372008,Bharat Bhagya Vidhata,BharatBhagyaVidhata,319
110115671863420,Kacche Din,Kacche Din,315
224618077692752,Sanjay Tandon,Saraansh Tandon,288
165227637400043,Mahant Balaknath Yogi,TrendyFeeds,282
165227637400043,Mahant Balaknath Yogi,TrendyFeeds,282
101398372852165,sarva_marathi_bhashi_sangh,These ads ran without a disclaimer,280
544920495569144,CP Joshi,CP Joshi,272
103782051383159,School of Politics,School of Politics,270
1549125462051884,BQPrime,Bloomberg Quint,269
775974615850063,MyGovIndia,MyGovIndia,267
466642616726169,Parul University,Parul University,262
326102339565,Oxfam India,Oxfam India,259
107734789881716,गौ भक्त भक्ति तिवारी,These ads ran without a disclaimer,259
100673072692711,Pranav Pratap Singh,Ashish Kushwaha,258
539895392770201,RAVI JAIN,Cyber Elite,258
453884384661528,Brijendra Singh Yadav,Devendra Ahirwar,250
100521476184068,Dharmendra Sonu Mago,Krishna Chandr Chouhan,236
155184094662465,Kesineni Nani,Srinivas Kesineni,234
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,230
2177242939210404,K K Singh Kalukheda,Vikas Rathore,229
103291625622157,Save Soil Gwalior- Conscious Planet,Kartik Watwani,228
189271178483352,Five Lotus Indo German,Five Lotus Indo German,224
102091768921733,Ashok dubey bjp,Prashant Mahton,223
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,218
30290552843,Greenpeace India,Greenpeace India Society,208
750172048700026,Sandeep Shah,Ashish Kumar Shah,207
106647321868576,Jamintri Dadouriya Inc,Anuj Kumar,205
166340574115636,Virat 24 News,Ramanand Pandey,199
101637745961613,Sanjay Bhesawal - Aam Aadmi Party,Upgradex Business,194
125948584228313,Aam Aadmi Party Mandsaur,Chandan Vishwakarma,191
1292958904162605,Raksha Santram Saroniya,Ajitesh Kumar Dwivedi,188
150568511802483,Paras Jain,Shubham Arendiya,180
200031160206893,Rajnigandha Silver Pearls,These ads ran without a disclaimer,172
106901781497453,भाजपा देपालपुर इंदौर,Karan Bakshi,169
107395897271506,Kutumb,Kutumb App,169
515733388449554,Sunil Parihar,Divyesh Parihar,167
108934881962235,Smt. Surekha Inderchand Daga,Amit Borkar,166
104656344931338,Pravesh Agrawal,Swanit Infotech,166
194824897244836,Zayed Sustainability Prize,These ads ran without a disclaimer,165
109707661884154,Indian Compass,theindiancompass.com,161
167377243919364,Dharmesh GHAI,Dharmesh GHAI,161
109916533853207,AMIT KUMAR SINGH,Akash Singh,153
102041917260377,Harvansh Singh Rathore,Ankit Mishra,152
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,147
104136199047870,Bharat Todo Gang - भारत तोड़ो गैंग,Bharat Todo Gang - भारत तोड़ो गैंग,147
100328978216424,"Fight Pollution, Not Plastics",Nitesh Singh,146
431574193615682,Thakur Surendra Singh - Shera Bhaiya,Digital Skyword,146
116696697977703,Prof. Dr. Anil Amalkar,Vaibhav Dnyandeo Shinde,144
292954404384524,Gajendra Singh Patel,Gajendra Singh Patel,142
574635899358117,WorkForce Infotech Pvt Ltd,Viswa Deepak Tripathi,141
112326528253527,Apex Online Solution,Ajay Tiwari,139
417546858312612,Radio City,These ads ran without a disclaimer,139
148931718592314,Tarun Chugh,Adv Tech,135
100847005191135,Harishankar Khatik,Hari Shankar Khatik,134
20386543316,WWF-India,Mukesh Nauhwar,134
100735178208398,Udyami India,Samadhan Samiti,133
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,131
103932964532111,Shiv Shankar Garg,Saurabh Kumar Asthana,128
1785302198354679,Dr. Somendra Tomar,Somendra Singh,127
1485850771661660,Brajendra Sharma Chhotu,Sunil Kumar Prajapat,125
110996090609464,Kuldeep Singh Sikarwar,Pawan Kumar Kumawat,122
