Page ID,Page name,Disclaimer,Amount spent (CLP)
159639460764792,LATAM Airlines,LATAM Airlines,202102
335068640271176,Nataly Neira Candidata Consejera Constitucional BioBio,Nataly Neira,52002
103522812684363,Patricia Spoerer Price,Patricia Spoerer Price,24163
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,18993
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,11036
860605540813125,BTG Pactual Chile,BTG Pactual Chile,10460
105798328215264,Asistencia Familia,Asistencia Familia,8769
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,8516
19270352324,Universidad Andrés Bello,Universidad Andrés Bello,7241
106694028236100,Gerencia de Personas,These ads ran without a disclaimer,7241
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,6241
78239901502,Diario Financiero,Grupo DF,5584
108145794246480,El Espectador de Ñuble,El Espectadoor de Ñuble,5036
181189911970230,Alberto Undurraga V,Alberto Undurraga V,4839
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sofofa,4828
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,4828
191871627527097,INGENIERIAUDD,Ignacio Rivas Fernandez,3434
411851492489649,Somos CMPC,CMPC,3224
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,3218
110833717337374,Carolina Navarrete Rubio,Carolina Navarrete Rubio,3022
1567607313249689,Cristobal Martinez Diputado,Cristián Rodríguez,3000
228557190541436,BancoEstado,BancoEstado,2940
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,2598
358940384476087,Patricio Pinilla Valencia,Patricio Alfonso Pinilla Valencia,2414
198921630648476,Vidrios Lirquen,These ads ran without a disclaimer,1833
763887853794135,Camilo Benavente,Camilo Francisco Benavente Jiménez,1719
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,1665
103030962615298,Chile YAAC,Chile YAAC,1504
100632486305724,,Camilo Andrés Undurraga Pinto,1498
307181769365390,El Concecuente,MiVoz.cl,1303
113540781539326,Workmed,Workmed,1167
