Page ID,Page name,Disclaimer,Amount spent (KES)
100835685957727,PRO PEACE KENYA,Trance Marketing Hub Ltd,171
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,139
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,108
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
1743520282644325,National Security Watch,Peris Wambui Mugi,≤100
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100
108703681766380,Hustler Media,Robert Waswa Simiyu,≤100
105647461757849,Azimio/Inawezekana for Raila the 5th.,Bonface Ouma,≤100
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,≤100
693849871003458,KENYA HOT TODAY,Peris Wambui Mugi,≤100
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
144244628930681,VikingGenetics,These ads ran without a disclaimer,≤100
1718014475112870,Africa Legal,These ads ran without a disclaimer,≤100
101220519492,Good News from Finland,These ads ran without a disclaimer,≤100
104304855324448,Saudi Arabia's Reality,These ads ran without a disclaimer,≤100
2119732698342937,Vodafone Group,These ads ran without a disclaimer,≤100
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100
