Page ID,Page name,Disclaimer,Amount spent (XAF)
345840486219924,Energy China,These ads ran without a disclaimer,≤100
107774402707635,Wuhan University,These ads ran without a disclaimer,≤100
164432246934163,Chopard,These ads ran without a disclaimer,≤100
