Page ID,Page name,Disclaimer,Amount spent (AOA)
1683682261907001,Coach Aylana Gazar,These ads ran without a disclaimer,≤100
101920738769555,Virgínia Soares Pereira,These ads ran without a disclaimer,≤100
103535548573473,MS Comércio,MS Comércio,≤100
112780514955989,O Telegrama,O Telegrama,≤100
