Page ID,Page name,Disclaimer,Amount spent (AED)
113414308041611,Great Arab Minds,Great Arab Minds,≤100
234477301116,Dubai Community Development Authority,Dubai Community Development Authority,≤100
1997779193616157,﮼محمد،الجابري,These ads ran without a disclaimer,≤100
112614420395104,mr32223,These ads ran without a disclaimer,≤100
105847504500147,Etihad Museum UAE,These ads ran without a disclaimer,≤100
