Page ID,Page name,Disclaimer,Amount spent (SAR)
102074335941222,Amil in Karachi,These ads ran without a disclaimer,≤100
351782075469967,miisstaj,These ads ran without a disclaimer,≤100
112883907521769,Reza 6,These ads ran without a disclaimer,≤100
