Page ID,Page name,Disclaimer,Amount spent (UYU)
339506493370193,Richard Sander,Richard Saul Sander Darín,659
292074670808351,Frente Amplio,Frente Amplio,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
127563343937400,Ágora Consultores | Investigación Social Aplicada,Ágora Consultores: Investigación Social Aplicada,≤100
131947030163002,Periódico Liberarce,These ads ran without a disclaimer,≤100
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,≤100
109116955323649,revistaportfolio_,These ads ran without a disclaimer,≤100
305828002808516,INHOPE - International Association of Internet Hotlines,These ads ran without a disclaimer,≤100
