Page ID,Page name,Disclaimer,Amount spent (HTG)
285530825204,Klitschko,These ads ran without a disclaimer,≤100
107062600934571,"Rotimi Oyenekan, FD Talk",These ads ran without a disclaimer,≤100
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100
