Page ID,Page name,Disclaimer,Amount spent (HNL)
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
491553204198958,Revistazo.com,Revistazo.com,≤100
10150140010700647,Canal 11,These ads ran without a disclaimer,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
100173715552855,Restaurante Catrinas Pool&restaurant,These ads ran without a disclaimer,≤100
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100
97410262628,EnginZone,These ads ran without a disclaimer,≤100
