Page ID,Page name,Disclaimer,Amount spent (ILS)
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1447
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,1167
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",425
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,422
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,420
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",362
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,351
1073548259341247,לובי 99,לובי 99,301
114201461733889,"מיכאל וידל- ראש עיירית רמלה, העמוד הפוליטי",ראש העיר מיכאל וידל,288
112169951926386,אלון רוזן,אלון רוזן,281
849824028408565,תנועת אם תרצו,תנועת אם תרצו,255
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,252
204780362875106,מקור ראשון,מקור ראשון,242
107863545666861,"עו""ד נתנאל בן יוסף אחרק",נתנאל אחרק,240
615531405455497,הדר לביא,הדר לביא,228
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,227
295211077200566,מרצ כפר סבא,מרצ כפר סבא,226
124894077550811,ישראל חופשית,ישראל חופשית,224
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,215
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,213
1010890709085110,תומר יעקב,תומר יעקב,208
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,204
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,192
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,190
128641160502301,גלובס - Globes,גלובס - Globes,187
536667660149293,מתן כהנא Matan Kahana,מתן כהנא Matan Kahana,185
110218465442225,אורן חזן - ראש עיר חזק לאריאל,אורן חזן,185
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,168
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,167
103467516087241,הפרלמנט המקורי,הפרלמנט המקורי,166
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,164
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,160
1372218169585611,"איתי מתיתיהו - סגן ראש עיריית ראשון לציון, מחזיק תיק הצעירים והנוער",helpapp - הדרך הקלה להתנדבות,157
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,149
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,149
246697465679718,עומר רצון - לראשות העיר ראש העין,עומר רצון - לראשות העיר ראש העין,145
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,144
219091481560790,מרים פיירברג - איכר,נתניה אחת,143
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,143
