Page ID,Page name,Disclaimer,Amount spent (JMD)
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100
102385692569586,"Youth Help Foundation, Inc",These ads ran without a disclaimer,≤100
101620579425521,Our Today,These ads ran without a disclaimer,≤100
