Page ID,Page name,Disclaimer,Amount spent (KES)
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,≤100
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,≤100
110923661403774,Ma3Route,Peris Wambui Mugi,≤100
1418945785002754,Kericho County Assembly,These ads ran without a disclaimer,≤100
109917024643249,Jalang'o jalas,These ads ran without a disclaimer,≤100
1743520282644325,National Security Watch,Peris Wambui Mugi,≤100
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100
