Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,812
1663909410533738,Pit-Cnt - oficial,PITCNT,790
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,387
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,135
860395507438977,Compromiso con el Cambio,Santiago Raffo Arias,117
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,108
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,≤100
225968600759645,Andrés Lima,These ads ran without a disclaimer,≤100
101934159564223,Mònica Chp,These ads ran without a disclaimer,≤100
101726209529539,VI Conferencia Panamericana,These ads ran without a disclaimer,≤100
94005676787,Hitachi Vantara,These ads ran without a disclaimer,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
117052698001766,First Wala,These ads ran without a disclaimer,≤100
105827774238496,luanagoesperes,These ads ran without a disclaimer,≤100
