Page ID,Page name,Disclaimer,Amount spent (UYU)
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,3891
2229936167288652,Juan Sartori,Equipo Juan Sartori,389
105120851121250,Ignacio Munyo,Ignacio Munyo,233
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,125
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
292074670808351,Frente Amplio,Frente Amplio,≤100
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,≤100
653663175045247,comemelaflooor,These ads ran without a disclaimer,≤100
1345154698876070,Waste Expo Brasil,These ads ran without a disclaimer,≤100
1870467113191376,Gabi Stilman,These ads ran without a disclaimer,≤100
357764431229,Center for Justice and International Law-CEJIL,These ads ran without a disclaimer,≤100
