Page ID,Page name,Disclaimer,Amount spent (HTG)
315543515306,Jing Daily,These ads ran without a disclaimer,≤100
106321962111925,taboo_empower,These ads ran without a disclaimer,≤100
113850851219092,China Chat,These ads ran without a disclaimer,≤100
