Page ID,Page name,Disclaimer,Amount spent (SAR)
109232711544539,hairstyle.ranim.a,These ads ran without a disclaimer,≤100
111601691526415,The Legacy Investments,These ads ran without a disclaimer,≤100
116232578055472,SBH Education,These ads ran without a disclaimer,≤100
110746171982463,Mozzn,These ads ran without a disclaimer,≤100
107743222252421,Naveed Anjam,These ads ran without a disclaimer,≤100
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100
378491012597207,وزارة الأوقاف والإرشاد,These ads ran without a disclaimer,≤100
145028549003137,Shoman Foundation مؤسسة عبد الحميد شومان,These ads ran without a disclaimer,≤100
1539423449628439,شبكة أصدقاء فلسطين,These ads ran without a disclaimer,≤100
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100
103393035778315,Alotofstylewe.com,These ads ran without a disclaimer,≤100
105703171127476,Humanity Inspired,These ads ran without a disclaimer,≤100
106842858489193,Cooking Center - Restaurant Game,These ads ran without a disclaimer,≤100
105141855841785,farisul_truth,These ads ran without a disclaimer,≤100
