Page ID,Page name,Disclaimer,Amount spent (UYU)
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
2229936167288652,Juan Sartori,Equipo Juan Sartori,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
860395507438977,Compromiso con el Cambio,Santiago Raffo Arias,≤100
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,≤100
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100
