Page ID,Page name,Disclaimer,Amount spent (HNL)
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,2463
114601521910,Jorge Aldana,Jorge  Aldana,874
1392592317738074,Jorge Cálix,Jorge Cálix,222
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,198
104599735671754,Goberna Honduras,Goberna Honduras,108
105122242552631,Seguidores de Nayib Bukele en Honduras,Cordelia Ordoñez,≤100
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,≤100
101304192456744,carososky,These ads ran without a disclaimer,≤100
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100
183818095119937,Aire Nuestro,These ads ran without a disclaimer,≤100
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,≤100
82928774489,Panda Security,These ads ran without a disclaimer,≤100
104512079281534,Sueño Fácil,These ads ran without a disclaimer,≤100
110251704784438,The Ashley Lashley Foundation,These ads ran without a disclaimer,≤100
109234018766722,Arkad-03,These ads ran without a disclaimer,≤100
115652281405063,mentalhealthwithkiara,These ads ran without a disclaimer,≤100
