Page ID,Page name,Disclaimer,Amount spent (EGP)
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,≤100
308088503057656,النائب محمود عصام,النائب محمود عصام,≤100
798673866859390,ETC TV,ETC TV,≤100
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,≤100
106088658611833,المرشح الرئاسى احمد الفضالى,المرشح الرئاسى احمد الفضالى,≤100
102765221685871,كشف فساد مجلس اداره قريه ذهبيه,كشف فساد مجلس اداره قريه ذهبيه,≤100
550280998481446,Rasha Kelej,Rasha Kelej,≤100
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,≤100
110877857406073,المهندس حسام لبن,المهندس حسام لبن,≤100
1424610401122573,هاني العتال - Hany Alattal,هاني العتال - Hany Alattal,≤100
112955485159674,مدحت الكمار ــ Medhat Al.Kammar,مدحت محمد عطية الكمار,≤100
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,≤100
101009088774421,حزب حماة الوطن,حزب حماة الوطن,≤100
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,≤100
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,≤100
