Page ID,Page name,Disclaimer,Amount spent (CLP)
159639460764792,LATAM Airlines,LATAM Airlines,49885
228557190541436,BancoEstado,BancoEstado,20511
108291914947259,Mi Derecho a Educar,Felipe Varela,18656
194708347256755,Puranoticia.cl,Puranoticia.cl,18277
105216321995280,Pivotes_cl,Fundación Pivotes,16092
108922248816222,Secretaría de Participación Ciudadana,Secretaría de Participación Ciudadana,15613
580663538777736,Consejo Minero,Feedback Comunicaciones,11320
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,9075
78239901502,Diario Financiero,Grupo DF,8851
1396460303715065,Carozzi,Carozzi,8159
350025708997760,Minera Vizcachitas,Minera Vizcachitas,7939
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,7303
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,6469
860605540813125,BTG Pactual Chile,BTG Pactual Chile,6437
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,3237
139364253859,Clínica Ciudad del Mar I Salud en Todo Momento,B&A,3218
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,2289
107843817654667,Marcela Mansilla Potocnjak,Rodrigo Alejandro Niño Carrasco,2084
276495626058232,En Tu Propia Late,Jose Luis Silva,1727
103527991214141,Cero DICOM,Cero Dicom,1719
191871627527097,INGENIERIAUDD,Ignacio Rivas Fernandez,1615
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sofofa,1385
105798328215264,Asistencia Familia,Asistencia Familia,1299
207212363097967,Senador José Durana Semir - XV,José Miguel Alberto Durana Semir,1074
181189911970230,Alberto Undurraga V,Alberto Undurraga V,1021
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,983
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,846
104189318481439,Minería y Futuro,Mineria y Futuro,805
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,805
106037731330237,CentroAvance,Centro Avance,805
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,734
103030962615298,Chile YAAC,Chile YAAC,582
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,478
1880363765543549,Juan Ignacio Latorre Senador,Juan Ignacio Latorre Senador,437
113540781539326,Workmed,Workmed,360
1684275668479792,La Casona de los Jóvenes,La Casona de los Jóvenes,349
558224964238853,Anglo American,Anglo American,256
128647447236348,ricardo rabanal bustos,Ricardo Ignacio Rabanal Bustos,224
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,223
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,207
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,175
108390475493550,Belong Communication Lab,Belong Communication Lab,144
117963364607776,Núcleo Milenio LM2C2,Constanza Isidora Pérez Zuniga,≤100
108520721594832,Es tu salud Chile,BFLOOW SPA,≤100
116409214719049,Acción y Reacción,These ads ran without a disclaimer,≤100
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,≤100
985173398241132,Gloria Bournigal,These ads ran without a disclaimer,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,≤100
