Page ID,Page name,Disclaimer,Amount spent (AOA)
106700257795085,OMA Nacional,OMA Nacional,≤100
1846950248932338,Marketing Digital Finance,These ads ran without a disclaimer,≤100
349837788460874,CRI Kiswahili,These ads ran without a disclaimer,≤100
