Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,1819
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,1581
255804437808407,Vale,Vale,786
314916388685112,Deputado Val Ceasa,Deputado Val Ceasa,702
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,659
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,624
104625758942119,Siga Antenado,Siga Antenado,590
799291570129827,Bruno Garschagen,Bruno Garschagen,427
104578449190247,Desenrola Brasil,Desenrola Brasil,381
101189854802059,Revista Oeste,Revista Oeste,309
522126697963113,Carlos Jordy,Carlos Jordy,285
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,262
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,259
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,246
115004524951374,Movies Cinema,These ads ran without a disclaimer,241
104127645777846,Índia Armelau,Índia Armelau,203
2308676322748492,Marcio Carvalho de Sá,These ads ran without a disclaimer,193
1608447079411218,Portal Concursos,PORTAL CURSOS PREPARATORIOS E OAB LTDA,179
258088921369,TOTVS,TOTVS,176
198849783539777,Buscofem,Buscofem,157
159103797542,Greenpeace Brasil,Greenpeace Brasil,157
297785830288053,Rosenverg Reis de Oliveira,Rosenverg Reis de Oliveira,155
465235726843103,Ambev,Ambev,150
128850220504786,UNICEF Brasil,UNICEF Brasil,140
330379553673497,Oxfam Brasil,Oxfam Brasil,135
109561808392562,Rio.Futuro,Rio.Futuro,126
992309977556842,Yuri Moura,Mandato Popular,121
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,121
106812122300948,Angela Mendez,These ads ran without a disclaimer,119
159103797542,Greenpeace Brasil,Greenpeace Brasil,116
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,109
2276166585810574,Luciano Vieira,Luciano Vieira,109
710965159037838,Antônio Francisco Neto,Antônio Francisco Neto,106
333720355130,Petrobras,Petrobras,≤100
555465644539300,Rosa Fernandes,ROSA MARIA ORLANDO FERNANDES,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
109439068880592,Crédito Aprovado,These ads ran without a disclaimer,≤100
116725771476468,Eu Eleito,"Gambale Cursos, Produções e Marketing",≤100
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,≤100
124937578129607,Leandro Peixe Rio Bonito,Leandro Peixe Rio Bonito,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
1333583893323350,Edson Santos,Edson Santos,≤100
703029363127813,Deputado Estadual Jari Oliveira,Deputado Estadual Jari Oliveira,≤100
109561808392562,Rio.Futuro,These ads ran without a disclaimer,≤100
105809172120438,Coalizões Audiovisuais,Coalizões Audiovisuais,≤100
258088921369,TOTVS,These ads ran without a disclaimer,≤100
765667336867771,Talíria Petrone,Talíria Petrone Soares,≤100
432332470192505,Verônica Lima,Verônica dos Santos Lima,≤100
101599692644273,Seu Crédīto Aprovado,These ads ran without a disclaimer,≤100
105730118446802,Vinicius Cozzolino,Vinicius Cozzolino Abrahão,≤100
101230328792183,Portal Concursos & OAB,Portal Concursos & OAB,≤100
586811298173475,Deputado Léo Vieira,Deputado Léo Vieira,≤100
534549993273437,CPM,These ads ran without a disclaimer,≤100
637747249894629,Tainá de Paula,Tainá de Paula,≤100
2069398596720028,Vereador Gelson Henrique,Vereador Gelson Henrique,≤100
520803328039440,Recicla Sampa,Eco Urbis e Loga,≤100
219825344705412,Deputado André Corrêa,André Correa,≤100
280413655431834,AMB - Associação Médica Brasileira,Associação Médica Brasileira,≤100
738739386295684,Dr. Rubão,Dr. Rubão,≤100
102871027744138,Cardoso de Oliveira Advogados,Cardoso de Oliveira Advogados,≤100
515850435236902,Prof. Wilson,Prof. Wilson,≤100
517712008679531,Helio Lopes,Helio Lopes,≤100
