Page ID,Page name,Disclaimer,Amount spent (HNL)
1392592317738074,Jorge Cálix,Jorge Cálix,1207
114601521910,Jorge Aldana,Jorge  Aldana,271
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,198
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,182
103031135787229,Sensus,Sensus,≤100
1047750315359377,Tato Loucel,Edgardo  Hernan Loucel Aguilera,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,≤100
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100
268188644057058,Global Technologies and Supplies SA de CV,These ads ran without a disclaimer,≤100
