Page ID,Page name,Disclaimer,Amount spent (VND)
100662756259026,Thanh Vân Hugo,These ads ran without a disclaimer,753430
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,81781
1026489764036706,Gold Shop,These ads ran without a disclaimer,72018
107713842237310,SÁCH HAY GIÁ RẺ,These ads ran without a disclaimer,44307
110786274964753,Đất nền Tân Thạnh - Long An,These ads ran without a disclaimer,33636
109158737469638,Mua bán cho thuê nhà đất 0913.939.856,These ads ran without a disclaimer,17904
103111032473035,Lương Y Phạm Văn Thanh - Xương Khớp Vùng Cao,These ads ran without a disclaimer,12751
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,5823
101865258169428,ĐEN Secondhand,ĐEN Secondhand,3085
100190251454228,Bình Bán Book,These ads ran without a disclaimer,2740
1507429892822619,BOM Money,BOM Money,731
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,121
217902131738784,Tiết Kiệm Xăng Hoàng Sơn,These ads ran without a disclaimer,≤100
669307523469574,EveryJew,These ads ran without a disclaimer,≤100
109364317459414,Ban Cat and Dog Meat in Vietnam,These ads ran without a disclaimer,≤100
112320436863733,Her stories untold,These ads ran without a disclaimer,≤100
