Page ID,Page name,Disclaimer,Amount spent (HNL)
1947339538818882,Gloria Bonilla Diputada,Erika Rivera,≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,≤100
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,≤100
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100
