Page ID,Page name,Disclaimer,Amount spent (VEF)
564188034075673,Roberto Enriquez,an advertiser in Venezuela,6250000
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,5500000
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,3750000
11449543593,Carlos Ocariz,an advertiser in Venezuela,2750000
100503681412259,educaconsciente,These ads ran without a disclaimer,31850
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100
1708788089341925,Polaris Awards,These ads ran without a disclaimer,≤100
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,≤100
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100
253052458819946,Matsumoto Gun Corps,These ads ran without a disclaimer,≤100
