Page ID,Page name,Disclaimer,Amount spent (VND)
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,53930
109850575214128,Trang Sức Khỏe,These ads ran without a disclaimer,3513
109667435240948,,These ads ran without a disclaimer,2811
280124715749325,Sự Thật Về Pháp Luân Công,Sự Thật Về Pháp Luân Công,1377
111831663772285,BOMvn,BOMvn,1361
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1129
105578337737358,Lulu Occi,These ads ran without a disclaimer,757
654095561592004,VyVy,These ads ran without a disclaimer,423
919479674872321,Báo Nghệ An,Báo Nghệ An,409
107549978768704,Chiến thần Review,These ads ran without a disclaimer,≤100
118592938221174,ZTE Corporation,These ads ran without a disclaimer,≤100
